Document Title,Application Number,Document Type,Originating Body,Date,Conclusion
CASE OF MIRAGALL ESCOLANO AND OTHERS v. SPAIN - [Ukrainian Translation],38366/97;38688/97;40777/98;40843/98;41015/98;41400/98;41446/98;41484/98;41487/98;41509/98,HJUDUKR,Court (Fourth Section),25/01/2000,Violation of Art. 6-1;Just satisfaction reserved;Pecuniary damage - reserved
CASE OF MIRAGALL ESCOLANO AND OTHERS v. SPAIN - [Spanish Translation] summary by the Spanish Cortes Generales,38366/97;38688/97;40777/98;40843/98;41015/98;41400/98;41446/98;41484/98;41487/98;41509/98,HJUDSPA,Court (Fourth Section),25/01/2000,Violation of Art. 6-1;Just satisfaction reserved;Pecuniary damage - reserved
CASE OF GARCÍA MANIBARDO v. SPAIN,38695/97,HEJUD,Court (Fourth Section),15/02/2000,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Costs and expenses award - Convention proceedings
AFFAIRE GARCÍA MANIBARDO c. ESPAGNE,38695/97,HFJUD,Court (Fourth Section),15/02/2000,Violation de l'Art. 6-1;Dommage matériel - demande rejetée;Remboursement frais et dépens - procédure de la Convention
CASE OF GARCÍA MANIBARDO v. SPAIN - [Spanish Translation] summary by the Spanish Cortes Generales,38695/97,HJUDSPA,Court (Fourth Section),15/02/2000,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Costs and expenses award - Convention proceedings
CASE OF FUENTES BOBO v. SPAIN,39293/98,HEJUD,Court (Fourth Section),29/02/2000,Violation of Art. 10;Not necessary to examine Art. 14;Pecuniary damage - financial award;Non-pecuniary damage - financial award;Costs and expenses partial award
AFFAIRE FUENTES BOBO c. ESPAGNE,39293/98,HFJUD,Court (Fourth Section),29/02/2000,Violation de l'art. 10;Non-lieu à examiner l'Art. 14;Dommage matériel - réparation pécuniaire;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens
CASE OF FUENTES BOBO v. SPAIN - [Macedonian Translation] by the Ministry of Justice of "the former Yugoslav Republic of Macedonia",39293/98,HJUDMAC,Court (Fourth Section),29/02/2000,Violation of Art. 10;Not necessary to examine Art. 14;Pecuniary damage - financial award;Non-pecuniary damage - financial award;Costs and expenses partial award
CASE OF FUENTES BOBO v. SPAIN - [Spanish Translation] summary by the Spanish Cortes Generales,39293/98,HJUDSPA,Court (Fourth Section),29/02/2000,Violation of Art. 10;Not necessary to examine Art. 14;Pecuniary damage - financial award;Non-pecuniary damage - financial award;Costs and expenses partial award
CASE OF MIRAGALL ESCOLANO AND OTHERS v. SPAIN (ARTICLE 41),38366/97;38688/97;40777/98;40843/98;41015/98;41400/98;41446/98;41484/98;41487/98;41509/98,HEJUD,Court (Fourth Section),25/05/2000,Struck out of the list (arrangement)
AFFAIRE MIRAGALL ESCOLANO ET AUTRES c. ESPAGNE (ARTICLE 41),38366/97;38688/97;40777/98;40843/98;41015/98;41400/98;41446/98;41484/98;41487/98;41509/98,HFJUD,Court (Fourth Section),25/05/2000,Radiation du rôle (arrangement)
AFFAIRE RODRIGUEZ VALIN c. ESPAGNE,47792/99,HFJUD,Court (Fourth Section),11/10/2001,Non-violation de l'art. 6-1
CASE OF DIAZ APARICIO v. SPAIN,49468/99,HEJUD,Court (Fourth Section),11/10/2001,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award
AFFAIRE DIAZ APARICIO c. ESPAGNE,49468/99,HFJUD,Court (Fourth Section),11/10/2001,Violation de l'art. 6-1;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens
CASE OF DIAZ APARICIO v. SPAIN - [Spanish Translation] summary by the Spanish Cortes Generales,49468/99,HJUDSPA,Court (Fourth Section),11/10/2001,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award
CASE OF RODRIGUEZ VALIN v. SPAIN,47792/99,HEJUD,Court (Fourth Section),11/10/2001,No violation of Art. 6-1
CASE OF RODRIGUEZ VALIN v. SPAIN - [Spanish Translation] summary by the Spanish Cortes Generales,47792/99,HJUDSPA,Court (Fourth Section),11/10/2001,No violation of Art. 6-1
CASE OF DE DIEGO NAFRIA v. SPAIN,46833/99,HEJUD,Court (First Section),14/03/2002,No violation of Art. 10
AFFAIRE DE DIEGO NAFRIA c. ESPAGNE,46833/99,HFJUD,Court (First Section),14/03/2002,Non-violation de l'art. 10
CASE OF DE DIEGO NAFRIA v. SPAIN - [Spanish Translation] summary by the Spanish Cortes Generales,46833/99,HJUDSPA,Court (First Section),14/03/2002,No violation of Art. 10
CASE OF PEROTE PELLON v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,45238/99,HJUDRUS,Court (Fourth Section),25/07/2002,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - finding of violation sufficient
CASE OF PEROTE PELLON v. SPAIN,45238/99,HEJUD,Court (Fourth Section),25/07/2002,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - finding of violation sufficient
AFFAIRE PEROTE PELLON c. ESPAGNE,45238/99,HFJUD,Court (Fourth Section),25/07/2002,Violation de l'art. 6-1;Dommage matériel - demande rejetée;Préjudice moral - constat de violation suffisant
CASE OF PEROTE PELLON v. SPAIN - [Georgian Translation] summary by Eva Gotsiridze,45238/99,HJUDGEO,Court (Fourth Section),25/07/2002,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - finding of violation sufficient
CASE OF PEROTE PELLON v. SPAIN - [Spanish Translation] summary by the Spanish Cortes Generales,45238/99,HJUDSPA,Court (Fourth Section),25/07/2002,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - finding of violation sufficient
CASE OF CAÑETE DE GOÑI v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,55782/00,HJUDRUS,Court (Fourth Section),15/10/2002,No violation of Art. 6-1
CASE OF CAÑETE DE GOÑI v. SPAIN,55782/00,HEJUD,Court (Fourth Section),15/10/2002,No violation of Art. 6-1
AFFAIRE CAÑETE DE GOÑII c. ESPAGNE,55782/00,HFJUD,Court (Fourth Section),15/10/2002,Non-violation de l'art. 6-1
CASE OF CAÑETE DE GOÑI v. SPAIN - [Spanish Translation] summary by the Spanish Cortes Generales,55782/00,HJUDSPA,Court (Fourth Section),15/10/2002,No violation of Art. 6-1
CASE OF PRADO BUGALLO v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,58496/00,HJUDRUS,Court (Fourth Section),18/02/2003,Violation of Art. 8;Costs and expenses partial award - Convention proceedings
CASE OF PRADO BUGALLO v. SPAIN,58496/00,HEJUD,Court (Fourth Section),18/02/2003,Violation of Art. 8;Costs and expenses partial award - Convention proceedings
AFFAIRE PRADO BUGALLO c. ESPAGNE,58496/00,HFJUD,Court (Fourth Section),18/02/2003,Violation de l'art. 8;Remboursement partiel frais et dépens - procédure de la Convention
CASE OF IGLESIAS GIL AND A.U.I. v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,56673/00,HJUDRUS,Court (Fourth Section),29/04/2003,Violation of Art. 8;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
CASE OF IGLESIAS GIL AND A.U.I. v. SPAIN,56673/00,HEJUD,Court (Fourth Section),29/04/2003,Violation of Art. 8;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
AFFAIRE IGLESIAS GIL ET A.U.I. c. ESPAGNE,56673/00,HFJUD,Court (Fourth Section),29/04/2003,Violation de l'art. 8;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédure de la Convention
CASE OF IGLESIAS GIL AND A.U.I. v. SPAIN - [Ukrainian Translation] summary by the Lviv Laboratory of Human Rights,56673/00,HJUDUKR,Court (Fourth Section),29/04/2003,Violation of Art. 8;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
CASE OF PESCADOR VALERO v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,62435/00,HJUDRUS,Court (Fourth Section),17/06/2003,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award
CASE OF RAF v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,53652/00,HJUDRUS,Court (Fourth Section),17/06/2003,No violation of Art. 5
AFFAIRE RAF c. ESPAGNE,53652/00,HFJUD,Court (Fourth Section),17/06/2003,Non-violation de l'art. 5
AFFAIRE PESCADOR VALERO c. ESPAGNE,62435/00,HFJUD,Court (Fourth Section),17/06/2003,Violation de l'art. 6-1;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire
CASE OF RAF v. SPAIN,53652/00,HEJUD,Court (Fourth Section),17/06/2003,No violation of Art. 5
CASE OF PESCADOR VALERO v. SPAIN,62435/00,HEJUD,Court (Fourth Section),17/06/2003,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award
CASE OF PESCADOR VALERO v. SPAIN - [Russian Translation],62435/00,HJUDRUS,Court (Fourth Section),17/06/2003,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award
CASE OF GABARRI MORENO v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,68066/01,HJUDRUS,Court (Fourth Section),22/07/2003,Violation of Art. 7-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses (Convention proceedings) - claim dismissed;Costs and expenses partial award - domestic proceedings
AFFAIRE GABARRI MORENO c. ESPAGNE,68066/01,HFJUD,Court (Fourth Section),22/07/2003,Violation de l'art. 7-1;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Frais et dépens (procédure de la Convention) - demande rejetée;Remboursement partiel frais et dépens - procédure nationale
CASE OF GABARRI MORENO v. SPAIN,68066/01,HEJUD,Court (Fourth Section),22/07/2003,Violation of Art. 7-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses (Convention proceedings) - claim dismissed;Costs and expenses partial award - domestic proceedings
CASE OF GONZALEZ DORIA DURAN DE QUIROGA v. SPAIN,59072/00,HEJUD,Court (Fourth Section),28/10/2003,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
CASE OF LOPEZ SOLE Y MARTIN DE VARGAS v. SPAIN,61133/00,HEJUD,Court (Fourth Section),28/10/2003,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
CASE OF STONE COURT SHIPPING COMPANY; S.A. v. SPAIN,55524/00,HEJUD,Court (Fourth Section),28/10/2003,Violation of Art. 6-1;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
AFFAIRE GONZALEZ DORIA DURAN DE QUIROGA c. ESPAGNE,59072/00,HFJUD,Court (Fourth Section),28/10/2003,Violation de l'art. 6-1;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédure de la Convention
AFFAIRE LOPEZ SOLE Y MARTIN DE VARGAS c. ESPAGNE,61133/00,HFJUD,Court (Fourth Section),28/10/2003,Violation de l'art. 6-1;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédure de la Convention
AFFAIRE STONE COURT SHIPPING COMPANY; S.A. c. ESPAGNE,55524/00,HFJUD,Court (Fourth Section),28/10/2003,Violation de l'art. 6-1;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédure de la Convention
CASE OF SOTO SANCHEZ v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,66990/01,HJUDRUS,Court (Fourth Section),25/11/2003,Preliminary objection rejected (non-exhaustion of domestic remedies);Violation of Art. 6-1;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
CASE OF SOTO SANCHEZ v. SPAIN,66990/01,HEJUD,Court (Fourth Section),25/11/2003,Preliminary objection rejected (non-exhaustion of domestic remedies);Violation of Art. 6-1;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
AFFAIRE SOTO SANCHEZ c. ESPAGNE,66990/01,HFJUD,Court (Fourth Section),25/11/2003,Exception préliminaire rejetée (non-épuisement des voies de recours internes);Violation de l'art. 6-1;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédure de la Convention
CASE OF GORRAIZ LIZARRAGA AND OTHERS v. SPAIN,62543/00,HEJUD,Court (Fourth Section),27/04/2004,Preliminary objections rejected (victim; non-exhaustion of domestic remedies);No violation of Art. 6-1 as regard the equality of arms;No violation of Art. 6-1 as regard the right to a fair hearing;Not necessary to examine Art. 8 and P1-1
CASE OF QUILES GONZALES v. SPAIN,71752/01,HEJUD,Court (Fourth Section),27/04/2004,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
AFFAIRE GORRAIZ LIZARRAGA ET AUTRES c. ESPAGNE,62543/00,HFJUD,Court (Fourth Section),27/04/2004,Exceptions préliminaires rejetées (victime; non-épuisement des voies de recours internes);Non-violation de l'art. 6-1 en ce qui concerne l'égalité des armes;Non-violation de l'art. 6-1 en ce qui concerne le droit à un procès équitable;Non-lieu à examiner l'art. 8 et P1-1
AFFAIRE QUILES GONZALES c. ESPAGNE,71752/01,HFJUD,Court (Fourth Section),27/04/2004,Violation de l'art. 6-1;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédure de la Convention
CASE OF GORRAIZ LIZARRAGA AND OTHERS v. SPAIN - [Russian Translation] summary by the Russian edition of the Bulletin of the ECHR,62543/00,HJUDRUS,Court (Fourth Section),27/04/2004,Preliminary objections rejected (victim; non-exhaustion of domestic remedies);No violation of Art. 6-1 as regard the equality of arms;No violation of Art. 6-1 as regard the right to a fair hearing;Not necessary to examine Art. 8 and P1-1
CASE OF MARTINEZ SALA AND OTHERS v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,58438/00,HJUDRUS,Court (Fourth Section),02/11/2004,No violation of Art. 3 regarding the allegations of ill-treatments;Violation of Art. 3 regarding the lack of effective investigation;Non-pecuniary damage - financial award;Costs and expenses award - domestic proceedings;Costs and expenses partial award - Convention proceedings
AFFAIRE MARTINEZ SALA ET AUTRES c. ESPAGNE,58438/00,HFJUD,Court (Fourth Section),02/11/2004,Non-violation de l'art. 3 en ce qui concerne les allégations de mauvais traitements;Violation de l'art. 3 en ce qui concerne l'absence d'enquête effective;Préjudice moral - réparation pécuniaire;Remboursement frais et dépens - procédure nationale;Remboursement frais et dépens - procédure de la Convention
CASE OF MARTINEZ SALA AND OTHERS v. SPAIN,58438/00,HEJUD,Court (Fourth Section),02/11/2004,No violation of Art. 3 regarding the allegations of ill-treatments;Violation of Art. 3 regarding the lack of effective investigation;Non-pecuniary damage - financial award;Costs and expenses award - domestic proceedings;Costs and expenses partial award - Convention proceedings
CASE OF MARTINEZ SALA AND OTHERS v. SPAIN - [Serbian Translation] summary by the Belgrade Centre for Human Rights,58438/00,HJUDSRP,Court (Fourth Section),02/11/2004,No violation of Art. 3 regarding the allegations of ill-treatments;Violation of Art. 3 regarding the lack of effective investigation;Non-pecuniary damage - financial award;Costs and expenses award - domestic proceedings;Costs and expenses partial award - Convention proceedings
CASE OF SAEZ MAESO v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,77837/01,HJUDRUS,Court (Fourth Section),09/11/2004,Violation of Art. 6-1;Non-pecuniary damage - financial award
AFFAIRE SAEZ MAESO c. ESPAGNE,77837/01,HFJUD,Court (Fourth Section),09/11/2004,Violation de l'art. 6-1;Préjudice moral - réparation pécuniaire
CASE OF SAEZ MAESO v. SPAIN,77837/01,HEJUD,Court (Fourth Section),09/11/2004,Violation of Art. 6-1;Non-pecuniary damage - financial award
CASE OF MORENO GÓMEZ v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,4143/02,HJUDRUS,Court (Fourth Section),16/11/2004,Violation of Art. 8;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award
CASE OF ALBERTO SANCHEZ v. SPAIN,72773/01,HEJUD,Court (Fourth Section),16/11/2004,Preliminary objection rejected (applicability; non-exhaustion of domestic remedies);Violation of Art. 6-1 with regard to the length of the proceedings;Inadmissible under Art. 6-1 with regard to the fairness of the proceedings;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award
AFFAIRE ALBERTO SANCHEZ c. ESPAGNE,72773/01,HFJUD,Court (Fourth Section),16/11/2004,Exceptions préliminaires rejetées (applicabilité; non-épuisement des voies de recours internes);Violation de l'art. 6-1 en ce qui concerne la durée de la procédure;Irrecevable sous l'angle de l'art. 6-1 en ce qui concerne l'équité de la procédure;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens
AFFAIRE  MORENO GÓMEZ c. ESPAGNE,4143/02,HFJUD,Court (Fourth Section),16/11/2004,Violation de l'art. 8;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens
CASE OF MORENO GÓMEZ v. SPAIN,4143/02,HEJUD,Court (Fourth Section),16/11/2004,Violation of Art. 8;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award
CASE OF PUIG PANELLA v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,1483/02,HJUDRUS,Court (Fourth Section),25/04/2006,Violation of Art. 6-2;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - domestic and Convention proceedings
AFFAIRE PUIG PANELLA c. ESPAGNE,1483/02,HFJUD,Court (Fourth Section),25/04/2006,Violation de l'art. 6-2;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédures nationale et de la Convention
CASE OF PUIG PANELLA v. SPAIN,1483/02,HEJUD,Court (Fourth Section),25/04/2006,Violation of Art. 6-2;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - domestic and Convention proceedings
AFFAIRE LACARCEL MENENDEZ c. ESPAGNE,41745/02,HFJUD,Court (Fifth Section),15/06/2006,Violation de l'art. 6-1;Non-lieu à examiner l'art. 13;Non-lieu à examiner P1-1;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédures nationale et de la Convention
CASE OF LACARCEL MENENDEZ v. SPAIN,41745/02,HEJUD,Court (Fifth Section),15/06/2006,Violation of Art. 6-1;Not necessary to examine Art. 13;Not necessary to examine P1-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention and domestic proceedings
AFFAIRE DIAZ OCHOA c. ESPAGNE,423/03,HFJUD,Court (Fifth Section),22/06/2006,Violation de l'art. 6-1;Non-lieu à examiner l'art. 13;Non-lieu à examiner P1-1;Dommage matériel - demande rejetée;Préjudice moral - réparation pécuniaire;Remboursement frais et dépens - procédures nationale et de la Convention
CASE OF DIAZ OCHOA v. SPAIN,423/03,HEJUD,Court (Fifth Section),22/06/2006,Violation of Art. 6-1;Not necessary to examine Art. 13;Not necessary to examine P1-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses award - Convention and domestic proceedings
CASE OF OLAECHEA CAHUAS v. SPAIN - [Ukrainian Translation] summary by the Lviv Laboratory of Human Rights,24668/03,HJUDUKR,Court (Fifth Section),10/08/2006,No violation of Art. 3;No violation of Art. 5;No violation of Art. 6;Violation of Art. 34;Non-pecuniary damage - financial award;Costs and expenses partial award - domestic and Convention proceedings
CASE OF OLAECHEA CAHUAS v. SPAIN [Extracts],24668/03,HEJUD,Court (Fifth Section),10/08/2006,No violation of Art. 3;No violation of Art. 5;No violation of Art. 6;Violation of Art. 34;Non-pecuniary damage - financial award;Costs and expenses partial award - domestic and Convention proceedings
AFFAIRE OLAECHEA CAHUAS c. ESPAGNE,24668/03,HFJUD,Court (Fifth Section),10/08/2006,Non-violation de l'art. 3;Non-violation de l'art. 5;Non-violation de l'art. 6;Violation de l'art. 34;Préjudice moral - réparation pécuniaire;Remboursement partiel frais et dépens - procédures nationale et de la Convention
CASE OF OLAECHEA CAHUAS v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,24668/03,HJUDSPA,Court (Fifth Section),10/08/2006,No violation of Art. 3;No violation of Art. 5;No violation of Art. 6;Violation of Art. 34;Non-pecuniary damage - financial award;Costs and expenses partial award - domestic and Convention proceedings
AFFAIRE DACOSTA SILVA c. ESPAGNE,69966/01,HFJUD,Court (Fifth Section),02/11/2006,Violation de l'art. 5-1-a;Non-lieu à examiner l'art. 6-1 et 6-3
CASE OF DACOSTA SILVA v. SPAIN,69966/01,HEJUD,Court (Fifth Section),02/11/2006,Violation of Art. 5-1-a;Not necessary to examine Art. 6-1 and 6-3
AFFAIRE VERDU VERDU c. ESPAGNE,43432/02,HFJUD,Court (Fifth Section),15/02/2007,Non-violation de l'art. 6-1
CASE OF VERDU VERDU v. SPAIN,43432/02,HEJUD,Court (Fifth Section),15/02/2007,No violation of Art. 6-1
AFFAIRE SALT HIPER; SA c. ESPAGNE,25779/03,HFJUD,Court (Fifth Section),07/06/2007,Violation de l'art. 6-1
CASE OF SALT HIPER; SA v. SPAIN,25779/03,HEJUD,Court (Fifth Section),07/06/2007,Violation of Art. 6-1
AFFAIRE MURILLO ESPINOSA c. ESPAGNE,37938/03,HFJUD,Court (Fifth Section),07/06/2007,Non-violation de l'art. 2
CASE OF MURILLO ESPINOSA v. SPAIN,37938/03,HEJUD,Court (Fifth Section),07/06/2007,No violation of Art. 2
AFFAIRE PEREZ ARIAS c. ESPAGNE,32978/03,HFJUD,Court (Fifth Section),28/06/2007,Non-violation de l'article 14+6 - Interdiction de la discrimination (Article 6 - Droit à un procès équitable)
CASE OF PEREZ ARIAS v. SPAIN,32978/03,HEJUD,Court (Fifth Section),28/06/2007,No violation of Article 14+6 - Prohibition of discrimination (Article 6 - Right to a fair trial)
AFFAIRE DE LA FUENTE ARIZA c. ESPAGNE,3321/04,HFJUD,Court (Fifth Section),08/11/2007,Violation de l'art. 6-1
CASE OF DE LA FUENTE ARIZA v. SPAIN,3321/04,HEJUD,Court (Fifth Section),08/11/2007,Violation of Art. 6-1
AFFAIRE GOMEZ DE LIANO Y BOTELLA c. ESPAGNE,21369/04,HFJUD,Court (Third Section),22/07/2008,Violation de l'art. 6-1;Partiellement irrecevable;Préjudice moral - réparation;Dommage matériel - demande rejetée
AFFAIRE BARRENECHEA ATUCHA c. ESPAGNE,34506/02,HFJUD,Court (Third Section),22/07/2008,Violation de l'article 6 - Droit à un procès équitable
CASE OF BARRENECHEA ATUCHA v. SPAIN,34506/02,HEJUD,Court (Third Section),22/07/2008,Violation of Article 6 - Right to a fair trial
CASE OF GOMEZ DE LIANO Y BOTELLA v. SPAIN,21369/04,HEJUD,Court (Third Section),22/07/2008,Violation of Art. 6-1;Remainder inadmissible;Non-pecuniary damage - award;Pecuniary damage - claim rejected
CASE OF BAZO GONZALEZ v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,30643/04,HJUDRUS,Court (Third Section),16/12/2008,Remainder inadmissible;No violation of Art. 6-1
AFFAIRE BAZO GONZALEZ c. ESPAGNE,30643/04,HFJUD,Court (Third Section),16/12/2008,Partiellement irrecevable;Non-violation de l'art. 6-1
CASE OF BAZO GONZALEZ v. SPAIN,30643/04,HEJUD,Court (Third Section),16/12/2008,Remainder inadmissible;No violation of Art. 6-1
CASE OF IRIBARREN PINILLOS v. SPAIN - [Armenian Translation],36777/03,HJUDARM,Court (Third Section),08/01/2009,Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (procedural aspect);Violation of Art. 6-1;Pecuriary and non-pecuniary damage - award
CASE OF IRIBARREN PINILLOS v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,36777/03,HJUDRUS,Court (Third Section),08/01/2009,Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (procedural aspect);Violation of Art. 6-1;Pecuriary and non-pecuniary damage - award
CASE OF MANGOURAS v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,12050/04,HJUDRUS,Court (Third Section),08/01/2009,No violation of Art. 5-3
AFFAIRE GOLF DE EXTREMADURA S.A c. ESPAGNE,1518/04,HFJUD,Court (Third Section),08/01/2009,Violation de l'article 6 - Droit à un procès équitable
CASE OF GOLF DE EXTREMADURA S.A v. SPAIN,1518/04,HEJUD,Court (Third Section),08/01/2009,Violation of Article 6 - Right to a fair trial
AFFAIRE MANGOURAS c. ESPAGNE,12050/04,HFJUD,Court (Third Section),08/01/2009,Non-violation de l'art. 5-3
CASE OF MANGOURAS v. SPAIN,12050/04,HEJUD,Court (Third Section),08/01/2009,No violation of Art. 5-3
AFFAIRE IRIBARREN PINILLOS c. ESPAGNE,36777/03,HFJUD,Court (Third Section),08/01/2009,Exception préliminaire rejetée (non-épuisement des voies de recours internes);Violation de l'art. 3 (volet procédural);Violation de l'art. 6-1;Dommage matériel et préjudice moral - réparation
CASE OF IRIBARREN PINILLOS v. SPAIN,36777/03,HEJUD,Court (Third Section),08/01/2009,Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (procedural aspect);Violation of Art. 6-1;Pecuriary and non-pecuniary damage - award
CASE OF MANGOURAS v. SPAIN - [Italian Translation] by UFTDU (Unione forense per la tutela dei diritti umani),12050/04,HJUDITA,Court (Third Section),08/01/2009,No violation of Art. 5-3
CASE OF IRIBARREN PINILLOS v. SPAIN - [Armenian Translation] by the RA Association of Judges,36777/03,HJUDARM,Court (Third Section),08/01/2009,Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (procedural aspect);Violation of Art. 6-1;Pecuriary and non-pecuniary damage - award
CASE OF IGUAL COLL v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,37496/04,HJUDRUS,Court (Third Section),10/03/2009,Remainder inadmissible;Violation of Art. 6-1;Pecuniary and non-pecuniary damage - award
AFFAIRE IGUAL COLL c. ESPAGNE,37496/04,HFJUD,Court (Third Section),10/03/2009,Partiellement irrecevable;Violation de l'art. 6-1;Dommage matériel et préjudice moral - réparation
CASE OF IGUAL COLL v. SPAIN,37496/04,HEJUD,Court (Third Section),10/03/2009,Remainder inadmissible;Violation of Art. 6-1;Pecuniary and non-pecuniary damage - award
AFFAIRE BENDAYAN AZCANTOT ET BENALAL BENDAYAN c. ESPAGNE,28142/04,HFJUD,Court (Third Section),09/06/2009,Violation de l'article 6 - Droit à un procès équitable
CASE OF BENDAYAN AZCANTOT AND BENALAL BENDAYAN v. SPAIN,28142/04,HEJUD,Court (Third Section),09/06/2009,Violation of Article 6 - Right to a fair trial
CASE OF BENDAYAN AZCANTOT AND BENALAL BENDAYAN v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,28142/04,HJUDSPA,Court (Third Section),09/06/2009,Violation of Article 6 - Right to a fair trial
AFFAIRE MORENO CARMONA c. ESPAGNE,26178/04,HFJUD,Court (Third Section),09/06/2009,Violation de l'article 6 - Droit à un procès équitable
CASE OF MORENO CARMONA v. SPAIN,26178/04,HEJUD,Court (Third Section),09/06/2009,Violation of Article 6 - Right to a fair trial
CASE OF MORENO CARMONA v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,26178/04,HJUDSPA,Court (Third Section),09/06/2009,Violation of Article 6 - Right to a fair trial
