"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"48338","Middle East","November 02, 2018","2018","Nov","1","","1","","","1","","Shot","Syria-Turkey border, near Darkush, Idlib Governorate, Syria","Syrian Observatory for Human Rights","35.996902662085, 36.359899433160","","http://www.syriahr.com/en/?p=105795","Western Asia","4"
"51435","Sub-Saharan Africa","November 02, 2018","2018","Nov","2","","2","","2","","","Sickness and lack of access to medicines","Fada N'gourma, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.050000000000, 0.366667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51436","Sub-Saharan Africa","November 02, 2018","2018","Nov","2","","2","","2","","","Sickness and lack of access to medicines","Fada N'gourma, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.050000000000, 0.366667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46075","Europe","November 01, 2018","2018","Nov","","1","1","","","1","","Presumed drowning","Drina river, near Roćević, Bosnia and Herzegovina - Serbia border","UNHCR, IOM Serbia","44.522662295480, 19.152572509570","","https://bit.ly/2QTY8Il","Southern Europe","4"
"51434","Sub-Saharan Africa","November 01, 2018","2018","Nov","7","","7","","1","1","","Vehicle Accident","Bobo Dioulasso, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","11.183333000000, -4.283333000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46060","Central America","October 30, 2018","2018","Oct","1","","1","","","1","","Hit by train","Tacotalpa, Tabasco, Mexico","Tabasco Hoy","17.596983200000, -92.826550300000","","https://bit.ly/2JJly0u","Central America","1"
"51432","Horn of Africa","October 30, 2018","2018","Oct","3","","3","","","","","Vehicle Accident, Shot or stabbed","Unspecified location on the Ethiopia-Somalia border","Mixed Migration Monitoring Mechanism Initiative (4mi)","8.734584000000, 44.788894000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51433","North Africa","October 30, 2018","2018","Oct","3","","3","","3","","","Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4mi)","22.396611000000, 26.693147000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"46047","US-Mexico Border","October 29, 2018","2018","Oct","1","","1","","","1","","Cardiac arrest","Near Roma, Starr County, Texas, USA","Breitbart Texas","26.408852300000, -99.015655400000","Central America to US","https://bit.ly/2D1Ukki","Northern America","1"
"46048","Mediterranean","October 29, 2018","2018","Oct","1","","1","","","1","","Presumed drowning","Amwaj Beach, outside Nador, Morocco","Ariffino","35.157968537571, -2.905610943750","Western Mediterranean","https://bit.ly/2PEF7Mx","Uncategorized","1"
"51429","North Africa","October 29, 2018","2018","Oct","2","","2","","2","","","Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","19.635357000000, 27.103538000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51430","North Africa","October 29, 2018","2018","Oct","1","","1","","","1","","Unknown","Near Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4mi)","26.910418000000, 14.509939000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51431","Sub-Saharan Africa","October 29, 2018","2018","Oct","1","","1","","1","","","Unknown","Kumasi, Ghana","Mixed Migration Monitoring Mechanism Initiative (4mi)","6.666667000000, -1.616667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46040","Central America","October 28, 2018","2018","Oct","1","","1","","","1","","Shot","Guatemala-Mexico border, Tecún Umán, Guatemala","El Heraldo, El País","14.676584275856, -92.147321116516","","https://bit.ly/2EMl0I4, https://bit.ly/2OZwk8N","Central America","3"
"51425","Sub-Saharan Africa","October 28, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Tunduma, Tanzania-Zambia border","Mixed Migration Monitoring Mechanism Initiative (4mi)","-9.311028000000, 32.777507000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51426","Sub-Saharan Africa","October 28, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Dedza, Malawi-Mozambique border","Mixed Migration Monitoring Mechanism Initiative (4mi)","-14.395626000000, 34.325744000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51427","Horn of Africa","October 28, 2018","2018","Oct","2","","2","","","2","","Shot or stabbed","Near Jijiga, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4mi)","9.322813000000, 42.787821000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51428","Sub-Saharan Africa","October 28, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Zorgho, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.250000000000, -0.616667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46038","Mediterranean","October 27, 2018","2018","Oct","1","","1","54","","","","Presumed drowning","Unspecified location in the Alboran Sea, between Morocco and Spain","Salvamento Marítimo via El Mundo","35.818965090848, -4.128170864062","Western Mediterranean","https://bit.ly/2Da61pL","Uncategorized","5"
"46039","Mediterranean","October 27, 2018","2018","Oct","1","","1","12","1","","","Unknown","Died in district hospital after being rescued off Turgutreis Cape, Bodrum, Turkey","IOM Turkey","36.951540206154, 27.239748161133","Eastern Mediterranean","https://bit.ly/2yAwsRK","Uncategorized","4"
"46143","Mediterranean","October 27, 2018","2018","Oct","","54","54","","11","","3","Presumed drowning","Unspecified location in the Alboran Sea, departed from the Port of Bouyafar, Morocco","Alarm Phone, Salvamento Maritimo via IOM Spain, Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador","35.783607000000, -3.071865000000","Western Mediterranean","https://bit.ly/2OEW2Ku, https://bit.ly/2JXWkvt, https://www.facebook.com/AmdhNador/photos/pcb.2226758994203030/2226758867536376/?type=3&theater","Uncategorized","4"
"51422","Horn of Africa","October 27, 2018","2018","Oct","2","","2","","","2","","Shot or stabbed","Metema, Ethiopia-Sudan border","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.953846000000, 36.152215000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51423","Horn of Africa","October 27, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Near Hargeisa, Somalia","Mixed Migration Monitoring Mechanism Initiative (4mi)","9.511606000000, 44.059039000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51424","North Africa","October 27, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Unspecified location in the Sahara desert, Libya, en route to Tripoli","Mixed Migration Monitoring Mechanism Initiative (4mi)","21.143170000000, 23.823002000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"46037","Mediterranean","October 26, 2018","2018","Oct","1","13","14","2","","1","","Presumed drowning","Off the coast of Plage Charrana, Bni Chiker, Morocco","Association Marocaine des Droits Humains - Section Nador, RifDia, EFE","35.442087951783, -3.127679063281","Western Mediterranean","https://bit.ly/2Rlfbmr, https://bit.ly/2qjjMdv, https://bit.ly/2De257A","Uncategorized","4"
"51421","North Africa","October 26, 2018","2018","Oct","2","","2","","2","","","Vehicle Accident, Excessive Physical Abuse","Sahara desert near Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","18.074280000000, 34.434549000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"46035","Mediterranean","October 25, 2018","2018","Oct","2","","2","","","2","","Presumed drowning","Bodies recovered near Plage de Trougout, Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Ariffino, Le Parisien","35.357502053477, -3.798174029297","Western Mediterranean","https://goo.gl/gHS3bh, https://bit.ly/2CJwR7n, https://bit.ly/2D9Jidw","Uncategorized","4"
"46036","Middle East","October 25, 2018","2018","Oct","6","","6","","","6","","Drowning","Kızılçat, Yayladağı district, Hatay province, Turkey - when crossing from Latakia, Syria","AP, Haberturk, CNN Türk","35.858384350643, 36.116948497315","","https://bit.ly/2PWYXQ2, https://bit.ly/2CGxTkn, https://bit.ly/2OR7UhA","Western Asia","3"
"46045","Europe","October 25, 2018","2018","Oct","1","","1","","","1","","Hit by train","Near Lutros, Alexandroupolis, Greece","IOM Greece, Evros 24","40.880611200000, 26.045885000000","","https://bit.ly/2Ry5SzJ","Southern Europe","3"
"46046","Europe","October 25, 2018","2018","Oct","1","2","3","","1","","2","Presumed drowning","Evros River, near Orestiada, Greece","IOM Greece, Ekathimerini","41.507704846227, 26.598028237012","","https://bit.ly/2PEVed3","Southern Europe","3"
"46070","South America","October 25, 2018","2018","Oct","1","","1","","1","","1","Cardiac arrest","Hospital in Tunja, Boyacá, Colombia - shortly after crossing border with Venezuela","El Informador","5.540402403214, -73.361254635582","","https://bit.ly/2Qy2ZPj","South America","1"
"48103","US-Mexico Border","October 25, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.488233400000, -111.542807100000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51419","North Africa","October 25, 2018","2018","Oct","1","","1","","1","","1","Sickness and lack of access to medicines","Metema, Ethiopia-Sudan border","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.953846000000, 36.152215000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51420","Sub-Saharan Africa","October 25, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Ougadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.357222000000, -1.535278000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"48102","US-Mexico Border","October 23, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51416","Sub-Saharan Africa","October 23, 2018","2018","Oct","1","","1","","1","","1","Sickness and lack of access to medicines","Ndola, Zambia, near border with Democratic Republic of the Congo","Mixed Migration Monitoring Mechanism Initiative (4mi)","-12.949113000000, 28.674062000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51417","Sub-Saharan Africa","October 23, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Namanga, Tanzania-Kenya border","Mixed Migration Monitoring Mechanism Initiative (4mi)","-2.552360000000, 36.797570000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51418","North Africa","October 23, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Sahara desert, Ash Shamaliyah, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","20.610678000000, 27.916851000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"46026","Mediterranean","October 22, 2018","2018","Oct","3","","3","31","1","","3","Drowning","50m off the coast of Bodrum, Muğla province, Turkey","Turkish Coast Guard, Reuters, Daily Sabah","37.013780762096, 27.441440497437","Eastern Mediterranean","https://bit.ly/2R3gkig, https://bit.ly/2q563GY, https://reut.rs/2yUamcl","Uncategorized","5"
"46033","Central America","October 22, 2018","2018","Oct","1","","1","","","","","Fall from vehicle","KM282 Highway between Tapachula and Huehuetan, near Huixtla, Chiapas, Mexico","La Prensa, TeleSur","15.110817101047, -92.430899979102","","https://bit.ly/2CZfJev, https://bit.ly/2O3en3y","Central America","3"
"46034","Sub-Saharan Africa","October 22, 2018","2018","Oct","7","","7","5","","","","Drowning","Indian Ocean, off the coast of Tanzania, near maritime border with Kenya","Reuters","-4.841440546257, 39.456025576692","","https://bit.ly/2RdIGqo","Eastern Africa","1"
"46042","US-Mexico Border","October 22, 2018","2018","Oct","1","","1","","","1","","Unknown","Ranch near El Cenizo, South of Laredo, Webb County, Texas, USA","Revista Fundamentos","27.285937858565, -99.401121846289","Central America to US","https://bit.ly/2EV7BO3","Northern America","1"
"51415","Horn of Africa","October 22, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Near Caynabo, Somalia","Mixed Migration Monitoring Mechanism Initiative (4mi)","9.020952000000, 46.451457000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"46024","Mediterranean","October 21, 2018","2018","Oct","2","","2","","","2","","Cardiac arrest","Border fence Spain-Morocco border, near Pinos de Rostgordo, Melilla, Spain","Government of Spain, Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador","35.317074762986, -2.958625089834","Western Mediterranean","https://bit.ly/2CvmWlM, https://bit.ly/2NRgwiP, https://bit.ly/2CysJqN, https://www.facebook.com/AmdhNador/posts/2203970873148509","Uncategorized","5"
"46025","Central America","October 21, 2018","2018","Oct","6","","6","","1","5","3","Vehicle Accident","Highway San Cristóbal-Teopisca, near San Cristóbal de las Casas, Chiapas, Mexico","La Vanguardia, El Universal","16.661687669465, -92.558634566602","","https://bit.ly/2POKypa, https://bit.ly/2CWIJDT","Central America","3"
"46032","US-Mexico Border","October 21, 2018","2018","Oct","1","","1","","","1","","Unknown","Ranch near El Indio, Maverick County, Texas, USA","SuperChannel 12","28.505441998889, -100.324571287400","Central America to US","https://bit.ly/2OMAWPs","Northern America","1"
"51413","Sub-Saharan Africa","October 21, 2018","2018","Oct","1","","1","","1","","","Sickness and lack of access to medicines, Starvation","Near Lilongwe, Malawi","Mixed Migration Monitoring Mechanism Initiative (4mi)","-13.861550000000, 33.782244000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51414","North Africa","October 21, 2018","2018","Oct","1","","1","","","1","1","Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert near Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4mi)","18.074280000000, 34.434549000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"46022","Central America","October 20, 2018","2018","Oct","1","","1","","","","","Fall from vehicle","KM30 Ruta del Pacífico Amatitlán, Guatemala","Bomberos Voluntarios Guatemala, La Prensa de Honduras","14.449858800000, -90.642999900000","","https://bit.ly/2NXsHdO, https://bit.ly/2EDkcW9","Central America","4"
