"TIME","GEO","ICCS","UNIT","Value","Flag and Footnotes"
"2009","Switzerland","Sexual assault","Number","2 322",""
"2009","Switzerland","Sexual assault","Per hundred thousand inhabitants","30.14",""
"2009","Switzerland","Theft","Number","181 539",""
"2009","Switzerland","Theft","Per hundred thousand inhabitants","2 357.08",""
"2009","Montenegro","Intentional homicide","Number","10",""
"2009","Montenegro","Intentional homicide","Per hundred thousand inhabitants","1.62",""
"2009","Montenegro","Assault","Number","186",""
"2009","Montenegro","Assault","Per hundred thousand inhabitants","30.14",""
"2009","Montenegro","Sexual violence","Number","47",""
"2009","Montenegro","Sexual violence","Per hundred thousand inhabitants","7.62",""
"2009","Montenegro","Rape","Number","9",""
"2009","Montenegro","Rape","Per hundred thousand inhabitants","1.46",""
"2009","Montenegro","Sexual assault","Number","38",""
"2009","Montenegro","Sexual assault","Per hundred thousand inhabitants","6.16",""
"2009","Montenegro","Theft","Number","656",""
"2009","Montenegro","Theft","Per hundred thousand inhabitants","106.29",""
"2009","North Macedonia","Intentional homicide","Number","35",""
"2009","North Macedonia","Intentional homicide","Per hundred thousand inhabitants","1.71",""
"2009","North Macedonia","Assault","Number","228",""
"2009","North Macedonia","Assault","Per hundred thousand inhabitants","11.13",""
"2009","North Macedonia","Sexual violence","Number",":",""
"2009","North Macedonia","Sexual violence","Per hundred thousand inhabitants",":",""
"2009","North Macedonia","Rape","Number","37",""
"2009","North Macedonia","Rape","Per hundred thousand inhabitants","1.81",""
"2009","North Macedonia","Sexual assault","Number",":",""
"2009","North Macedonia","Sexual assault","Per hundred thousand inhabitants",":",""
"2009","North Macedonia","Theft","Number","5 744",""
"2009","North Macedonia","Theft","Per hundred thousand inhabitants","280.38",""
"2009","Albania","Intentional homicide","Number","82",""
"2009","Albania","Intentional homicide","Per hundred thousand inhabitants","2.57",""
"2009","Albania","Assault","Number","379",""
"2009","Albania","Assault","Per hundred thousand inhabitants","11.90",""
"2009","Albania","Sexual violence","Number","63",""
"2009","Albania","Sexual violence","Per hundred thousand inhabitants","1.98",""
"2009","Albania","Rape","Number","34",""
"2009","Albania","Rape","Per hundred thousand inhabitants","1.07",""
"2009","Albania","Sexual assault","Number","29",""
"2009","Albania","Sexual assault","Per hundred thousand inhabitants","0.91",""
"2009","Albania","Theft","Number","3 577",""
"2009","Albania","Theft","Per hundred thousand inhabitants","96.49",""
"2009","Serbia","Intentional homicide","Number","136",""
"2009","Serbia","Intentional homicide","Per hundred thousand inhabitants","1.85",""
"2009","Serbia","Assault","Number","1 442",""
"2009","Serbia","Assault","Per hundred thousand inhabitants","19.66",""
"2009","Serbia","Sexual violence","Number","412",""
"2009","Serbia","Sexual violence","Per hundred thousand inhabitants","5.62",""
"2009","Serbia","Rape","Number","111",""
"2009","Serbia","Rape","Per hundred thousand inhabitants","1.51",""
"2009","Serbia","Sexual assault","Number","301",""
"2009","Serbia","Sexual assault","Per hundred thousand inhabitants","4.10",""
"2009","Serbia","Theft","Number","17 833",""
"2009","Serbia","Theft","Per hundred thousand inhabitants","243.12",""
"2009","Turkey","Intentional homicide","Number","2 090",""
"2009","Turkey","Intentional homicide","Per hundred thousand inhabitants","2.92",""
"2009","Turkey","Assault","Number","194 059",""
"2009","Turkey","Assault","Per hundred thousand inhabitants","271.35",""
"2009","Turkey","Sexual violence","Number",":",""
"2009","Turkey","Sexual violence","Per hundred thousand inhabitants",":",""
"2009","Turkey","Rape","Number",":",""
"2009","Turkey","Rape","Per hundred thousand inhabitants",":",""
"2009","Turkey","Sexual assault","Number",":",""
"2009","Turkey","Sexual assault","Per hundred thousand inhabitants",":",""
"2009","Turkey","Theft","Number","174 545",""
"2009","Turkey","Theft","Per hundred thousand inhabitants","244.06",""
"2009","Bosnia and Herzegovina","Intentional homicide","Number","67",""
"2009","Bosnia and Herzegovina","Intentional homicide","Per hundred thousand inhabitants","1.74",""
"2009","Bosnia and Herzegovina","Assault","Number",":",""
"2009","Bosnia and Herzegovina","Assault","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Sexual violence","Number",":",""
"2009","Bosnia and Herzegovina","Sexual violence","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Rape","Number","29",""
"2009","Bosnia and Herzegovina","Rape","Per hundred thousand inhabitants","0.75",""
"2009","Bosnia and Herzegovina","Sexual assault","Number",":",""
"2009","Bosnia and Herzegovina","Sexual assault","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Theft","Number","6 740",""
"2009","Bosnia and Herzegovina","Theft","Per hundred thousand inhabitants","175.34",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Intentional homicide","Number","73",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Intentional homicide","Per hundred thousand inhabitants","3.35",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Assault","Number","3 539",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Assault","Per hundred thousand inhabitants","162.29",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual violence","Number","137",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual violence","Per hundred thousand inhabitants","6.28",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Rape","Number","44",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Rape","Per hundred thousand inhabitants","2.02",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual assault","Number","93",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual assault","Per hundred thousand inhabitants","4.26",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft","Number","13 771",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft","Per hundred thousand inhabitants","631.50",""
"2010","Belgium","Intentional homicide","Number","189",""
"2010","Belgium","Intentional homicide","Per hundred thousand inhabitants","1.74",""
"2010","Belgium","Assault","Number","77 758",""
"2010","Belgium","Assault","Per hundred thousand inhabitants","717.33",""
"2010","Belgium","Sexual violence","Number","10 923",""
"2010","Belgium","Sexual violence","Per hundred thousand inhabitants","100.77",""
"2010","Belgium","Rape","Number","3 308",""
"2010","Belgium","Rape","Per hundred thousand inhabitants","30.52",""
"2010","Belgium","Sexual assault","Number","7 615",""
"2010","Belgium","Sexual assault","Per hundred thousand inhabitants","70.25",""
"2010","Belgium","Theft","Number","228 355",""
"2010","Belgium","Theft","Per hundred thousand inhabitants","2 106.61",""
"2010","Bulgaria","Intentional homicide","Number","148",""
"2010","Bulgaria","Intentional homicide","Per hundred thousand inhabitants","1.99",""
"2010","Bulgaria","Assault","Number","3 038",""
"2010","Bulgaria","Assault","Per hundred thousand inhabitants","40.93",""
"2010","Bulgaria","Sexual violence","Number","696",""
"2010","Bulgaria","Sexual violence","Per hundred thousand inhabitants","9.38",""
"2010","Bulgaria","Rape","Number","211",""
"2010","Bulgaria","Rape","Per hundred thousand inhabitants","2.84",""
"2010","Bulgaria","Sexual assault","Number","485",""
"2010","Bulgaria","Sexual assault","Per hundred thousand inhabitants","6.53",""
"2010","Bulgaria","Theft","Number","50 479",""
"2010","Bulgaria","Theft","Per hundred thousand inhabitants","680.15",""
"2010","Czechia","Intentional homicide","Number","105",""
"2010","Czechia","Intentional homicide","Per hundred thousand inhabitants","1.00",""
"2010","Czechia","Assault","Number","4 786",""
"2010","Czechia","Assault","Per hundred thousand inhabitants","45.75",""
"2010","Czechia","Sexual violence","Number","1 337",""
"2010","Czechia","Sexual violence","Per hundred thousand inhabitants","12.78",""
"2010","Czechia","Rape","Number","586",""
"2010","Czechia","Rape","Per hundred thousand inhabitants","5.60",""
"2010","Czechia","Sexual assault","Number","751",""
"2010","Czechia","Sexual assault","Per hundred thousand inhabitants","7.18",""
"2010","Czechia","Theft","Number","127 021",""
"2010","Czechia","Theft","Per hundred thousand inhabitants","1 214.11",""
"2010","Denmark","Intentional homicide","Number","49",""
"2010","Denmark","Intentional homicide","Per hundred thousand inhabitants","0.89",""
"2010","Denmark","Assault","Number","1 753",""
"2010","Denmark","Assault","Per hundred thousand inhabitants","31.67",""
"2010","Denmark","Sexual violence","Number","2 010",""
"2010","Denmark","Sexual violence","Per hundred thousand inhabitants","36.32",""
"2010","Denmark","Rape","Number","954",""
"2010","Denmark","Rape","Per hundred thousand inhabitants","17.24",""
"2010","Denmark","Sexual assault","Number","1 056",""
"2010","Denmark","Sexual assault","Per hundred thousand inhabitants","19.08",""
"2010","Denmark","Theft","Number","292 350",""
"2010","Denmark","Theft","Per hundred thousand inhabitants","5 282.09",""
"2010","Germany (until 1990 former territory of the FRG)","Intentional homicide","Number","699",""
"2010","Germany (until 1990 former territory of the FRG)","Intentional homicide","Per hundred thousand inhabitants","0.85",""
"2010","Germany (until 1990 former territory of the FRG)","Assault","Number","142 903",""
"2010","Germany (until 1990 former territory of the FRG)","Assault","Per hundred thousand inhabitants","174.69",""
"2010","Germany (until 1990 former territory of the FRG)","Sexual violence","Number","36 566",""
"2010","Germany (until 1990 former territory of the FRG)","Sexual violence","Per hundred thousand inhabitants","44.70",""
"2010","Germany (until 1990 former territory of the FRG)","Rape","Number","7 724",""
"2010","Germany (until 1990 former territory of the FRG)","Rape","Per hundred thousand inhabitants","9.44",""
"2010","Germany (until 1990 former territory of the FRG)","Sexual assault","Number","28 842",""
"2010","Germany (until 1990 former territory of the FRG)","Sexual assault","Per hundred thousand inhabitants","35.26",""
"2010","Germany (until 1990 former territory of the FRG)","Theft","Number","1 219 983",""
"2010","Germany (until 1990 former territory of the FRG)","Theft","Per hundred thousand inhabitants","1 491.38",""
"2010","Estonia","Intentional homicide","Number","70",""
"2010","Estonia","Intentional homicide","Per hundred thousand inhabitants","5.25",""
"2010","Estonia","Assault","Number","103",""
"2010","Estonia","Assault","Per hundred thousand inhabitants","7.73",""
"2010","Estonia","Sexual violence","Number","178",""
"2010","Estonia","Sexual violence","Per hundred thousand inhabitants","13.35",""
"2010","Estonia","Rape","Number","81",""
"2010","Estonia","Rape","Per hundred thousand inhabitants","6.08",""
"2010","Estonia","Sexual assault","Number","97",""
"2010","Estonia","Sexual assault","Per hundred thousand inhabitants","7.28",""
"2010","Estonia","Theft","Number","25 253",""
"2010","Estonia","Theft","Per hundred thousand inhabitants","1 894.04",""
"2010","Ireland","Intentional homicide","Number","55",""
"2010","Ireland","Intentional homicide","Per hundred thousand inhabitants","1.21",""
"2010","Ireland","Assault","Number","3 681",""
"2010","Ireland","Assault","Per hundred thousand inhabitants","80.91",""
"2010","Ireland","Sexual violence","Number","2 133",""
"2010","Ireland","Sexual violence","Per hundred thousand inhabitants","46.88",""
"2010","Ireland","Rape","Number","468",""
"2010","Ireland","Rape","Per hundred thousand inhabitants","10.28",""
"2010","Ireland","Sexual assault","Number","1 665",""
"2010","Ireland","Sexual assault","Per hundred thousand inhabitants","36.59",""
"2010","Ireland","Theft","Number","76 653",""
"2010","Ireland","Theft","Per hundred thousand inhabitants","1 684.89",""
"2010","Greece","Intentional homicide","Number","176",""
"2010","Greece","Intentional homicide","Per hundred thousand inhabitants","1.58",""
"2010","Greece","Assault","Number","1 101",""
"2010","Greece","Assault","Per hundred thousand inhabitants","9.90",""
"2010","Greece","Sexual violence","Number","511",""
"2010","Greece","Sexual violence","Per hundred thousand inhabitants","4.59",""
"2010","Greece","Rape","Number","215",""
"2010","Greece","Rape","Per hundred thousand inhabitants","1.93",""
"2010","Greece","Sexual assault","Number","187",""
"2010","Greece","Sexual assault","Per hundred thousand inhabitants","1.68",""
"2010","Greece","Theft","Number","118 518",""
"2010","Greece","Theft","Per hundred thousand inhabitants","1 065.88",""
"2010","Spain","Intentional homicide","Number","401",""
"2010","Spain","Intentional homicide","Per hundred thousand inhabitants","0.86",""
"2010","Spain","Assault","Number","25 077",""
"2010","Spain","Assault","Per hundred thousand inhabitants","53.94",""
"2010","Spain","Sexual violence","Number","9 954",""
"2010","Spain","Sexual violence","Per hundred thousand inhabitants","21.41",""
"2010","Spain","Rape","Number","1 578",""
"2010","Spain","Rape","Per hundred thousand inhabitants","3.39",""
"2010","Spain","Sexual assault","Number","8 376",""
"2010","Spain","Sexual assault","Per hundred thousand inhabitants","18.02",""
"2010","Spain","Theft","Number","144 618",""
"2010","Spain","Theft","Per hundred thousand inhabitants","311.10",""
"2010","France","Intentional homicide","Number","796",""
"2010","France","Intentional homicide","Per hundred thousand inhabitants","1.23",""
"2010","France","Assault","Number","231 909.06",""
"2010","France","Assault","Per hundred thousand inhabitants","358.67",""
"2010","France","Sexual violence","Number","22 963",""
"2010","France","Sexual violence","Per hundred thousand inhabitants","35.51",""
"2010","France","Rape","Number","10 108",""
"2010","France","Rape","Per hundred thousand inhabitants","15.63",""
"2010","France","Sexual assault","Number","12 855",""
"2010","France","Sexual assault","Per hundred thousand inhabitants","19.88",""
"2010","France","Theft","Number","1 172 553",""
"2010","France","Theft","Per hundred thousand inhabitants","1 813.45",""
"2010","Croatia","Intentional homicide","Number","62",""
"2010","Croatia","Intentional homicide","Per hundred thousand inhabitants","1.44",""
"2010","Croatia","Assault","Number","986",""
"2010","Croatia","Assault","Per hundred thousand inhabitants","22.92",""
"2010","Croatia","Sexual violence","Number","397",""
"2010","Croatia","Sexual violence","Per hundred thousand inhabitants","9.23",""
"2010","Croatia","Rape","Number","141",""
"2010","Croatia","Rape","Per hundred thousand inhabitants","3.28",""
"2010","Croatia","Sexual assault","Number","256",""
"2010","Croatia","Sexual assault","Per hundred thousand inhabitants","5.95",""
"2010","Croatia","Theft","Number","13 575",""
"2010","Croatia","Theft","Per hundred thousand inhabitants","315.49",""
"2010","Italy","Intentional homicide","Number","529",""
"2010","Italy","Intentional homicide","Per hundred thousand inhabitants","0.89",""
"2010","Italy","Assault","Number","64 866",""
"2010","Italy","Assault","Per hundred thousand inhabitants","109.59",""
"2010","Italy","Sexual violence","Number",":",""
"2010","Italy","Sexual violence","Per hundred thousand inhabitants",":",""
"2010","Italy","Rape","Number",":",""
"2010","Italy","Rape","Per hundred thousand inhabitants",":",""
"2010","Italy","Sexual assault","Number","4 813",""
"2010","Italy","Sexual assault","Per hundred thousand inhabitants","8.13",""
"2010","Italy","Theft","Number","944 025",""
"2010","Italy","Theft","Per hundred thousand inhabitants","1 594.90",""
"2010","Cyprus","Intentional homicide","Number","7",""
"2010","Cyprus","Intentional homicide","Per hundred thousand inhabitants","0.85",""
"2010","Cyprus","Assault","Number","173",""
"2010","Cyprus","Assault","Per hundred thousand inhabitants","21.12",""
"2010","Cyprus","Sexual violence","Number","79",""
"2010","Cyprus","Sexual violence","Per hundred thousand inhabitants","9.64",""
"2010","Cyprus","Rape","Number","36",""
"2010","Cyprus","Rape","Per hundred thousand inhabitants","4.39",""
"2010","Cyprus","Sexual assault","Number","43",""
"2010","Cyprus","Sexual assault","Per hundred thousand inhabitants","5.25",""
"2010","Cyprus","Theft","Number","1 670",""
"2010","Cyprus","Theft","Per hundred thousand inhabitants","203.87",""
"2010","Latvia","Intentional homicide","Number","70",""
"2010","Latvia","Intentional homicide","Per hundred thousand inhabitants","3.30",""
"2010","Latvia","Assault","Number","1 226",""
"2010","Latvia","Assault","Per hundred thousand inhabitants","57.82",""
"2010","Latvia","Sexual violence","Number",":",""
"2010","Latvia","Sexual violence","Per hundred thousand inhabitants",":",""
"2010","Latvia","Rape","Number","78",""
"2010","Latvia","Rape","Per hundred thousand inhabitants","3.68",""
"2010","Latvia","Sexual assault","Number",":",""
"2010","Latvia","Sexual assault","Per hundred thousand inhabitants",":",""
"2010","Latvia","Theft","Number","25 659",""
"2010","Latvia","Theft","Per hundred thousand inhabitants","1 210.04",""
"2010","Lithuania","Intentional homicide","Number","199",""
"2010","Lithuania","Intentional homicide","Per hundred thousand inhabitants","6.33",""
"2010","Lithuania","Assault","Number","245",""
"2010","Lithuania","Assault","Per hundred thousand inhabitants","7.80",""
"2010","Lithuania","Sexual violence","Number","514",""
"2010","Lithuania","Sexual violence","Per hundred thousand inhabitants","16.36",""
"2010","Lithuania","Rape","Number","208",""
"2010","Lithuania","Rape","Per hundred thousand inhabitants","6.62",""
"2010","Lithuania","Sexual assault","Number","306",""
"2010","Lithuania","Sexual assault","Per hundred thousand inhabitants","9.74",""
"2010","Lithuania","Theft","Number","26 530",""
"2010","Lithuania","Theft","Per hundred thousand inhabitants","844.37",""
"2010","Luxembourg","Intentional homicide","Number","8",""
"2010","Luxembourg","Intentional homicide","Per hundred thousand inhabitants","1.59",""
"2010","Luxembourg","Assault","Number","596",""
"2010","Luxembourg","Assault","Per hundred thousand inhabitants","118.71",""
"2010","Luxembourg","Sexual violence","Number","326",""
"2010","Luxembourg","Sexual violence","Per hundred thousand inhabitants","64.93",""
"2010","Luxembourg","Rape","Number","66",""
"2010","Luxembourg","Rape","Per hundred thousand inhabitants","13.15",""
"2010","Luxembourg","Sexual assault","Number","260",""
"2010","Luxembourg","Sexual assault","Per hundred thousand inhabitants","51.79",""
"2010","Luxembourg","Theft","Number","7 218",""
"2010","Luxembourg","Theft","Per hundred thousand inhabitants","1 437.66",""
"2010","Hungary","Intentional homicide","Number","133",""
"2010","Hungary","Intentional homicide","Per hundred thousand inhabitants","1.33",""
"2010","Hungary","Assault","Number","14 569",""
"2010","Hungary","Assault","Per hundred thousand inhabitants","145.48",""
"2010","Hungary","Sexual violence","Number","677",""
"2010","Hungary","Sexual violence","Per hundred thousand inhabitants","6.76",""
"2010","Hungary","Rape","Number","246",""
"2010","Hungary","Rape","Per hundred thousand inhabitants","2.46",""
"2010","Hungary","Sexual assault","Number","431",""
"2010","Hungary","Sexual assault","Per hundred thousand inhabitants","4.30",""
"2010","Hungary","Theft","Number","161 051",""
"2010","Hungary","Theft","Per hundred thousand inhabitants","1 608.21",""
"2010","Malta","Intentional homicide","Number","4",""
"2010","Malta","Intentional homicide","Per hundred thousand inhabitants","0.97",""
"2010","Malta","Assault","Number","180",""
"2010","Malta","Assault","Per hundred thousand inhabitants","43.48",""
"2010","Malta","Sexual violence","Number","91",""
"2010","Malta","Sexual violence","Per hundred thousand inhabitants","21.98",""
"2010","Malta","Rape","Number","11",""
"2010","Malta","Rape","Per hundred thousand inhabitants","2.66",""
"2010","Malta","Sexual assault","Number","80",""
"2010","Malta","Sexual assault","Per hundred thousand inhabitants","19.32",""
"2010","Malta","Theft","Number","7 769",""
"2010","Malta","Theft","Per hundred thousand inhabitants","1 876.45",""
"2010","Netherlands","Intentional homicide","Number","3 880",""
"2010","Netherlands","Intentional homicide","Per hundred thousand inhabitants","23.41",""
"2010","Netherlands","Assault","Number","6 605",""
"2010","Netherlands","Assault","Per hundred thousand inhabitants","39.85",""
"2010","Netherlands","Sexual violence","Number","5 470",""
"2010","Netherlands","Sexual violence","Per hundred thousand inhabitants","33.00",""
"2010","Netherlands","Rape","Number","1 640",""
"2010","Netherlands","Rape","Per hundred thousand inhabitants","9.89",""
"2010","Netherlands","Sexual assault","Number","2 480",""
"2010","Netherlands","Sexual assault","Per hundred thousand inhabitants","14.96",""
"2010","Netherlands","Theft","Number","379 465",""
"2010","Netherlands","Theft","Per hundred thousand inhabitants","2 289.38",""
"2010","Austria","Intentional homicide","Number","61",""
"2010","Austria","Intentional homicide","Per hundred thousand inhabitants","0.73",""
"2010","Austria","Assault","Number","3 606",""
"2010","Austria","Assault","Per hundred thousand inhabitants","43.18",""
"2010","Austria","Sexual violence","Number","3 496",""
"2010","Austria","Sexual violence","Per hundred thousand inhabitants","41.86",""
"2010","Austria","Rape","Number","1 221",""
"2010","Austria","Rape","Per hundred thousand inhabitants","14.62",""
"2010","Austria","Sexual assault","Number","2 275",""
"2010","Austria","Sexual assault","Per hundred thousand inhabitants","27.24",""
"2010","Austria","Theft","Number","150 728",""
"2010","Austria","Theft","Per hundred thousand inhabitants","1 804.77",""
"2010","Poland","Intentional homicide","Number","436",""
"2010","Poland","Intentional homicide","Per hundred thousand inhabitants","1.15",""
"2010","Poland","Assault","Number","11 011",""
"2010","Poland","Assault","Per hundred thousand inhabitants","28.96",""
"2010","Poland","Sexual violence","Number",":",""
"2010","Poland","Sexual violence","Per hundred thousand inhabitants",":",""
"2010","Poland","Rape","Number","1 567",""
"2010","Poland","Rape","Per hundred thousand inhabitants","4.12",""
"2010","Poland","Sexual assault","Number",":",""
"2010","Poland","Sexual assault","Per hundred thousand inhabitants",":",""
"2010","Poland","Theft","Number","203 916",""
"2010","Poland","Theft","Per hundred thousand inhabitants","536.30",""
"2010","Portugal","Intentional homicide","Number","124",""
"2010","Portugal","Intentional homicide","Per hundred thousand inhabitants","1.17",""
"2010","Portugal","Assault","Number","863",""
"2010","Portugal","Assault","Per hundred thousand inhabitants","8.16",""
"2010","Portugal","Sexual violence","Number","2 206",""
"2010","Portugal","Sexual violence","Per hundred thousand inhabitants","20.86",""
"2010","Portugal","Rape","Number","424",""
"2010","Portugal","Rape","Per hundred thousand inhabitants","4.01",""
"2010","Portugal","Sexual assault","Number","1 782",""
"2010","Portugal","Sexual assault","Per hundred thousand inhabitants","16.85",""
"2010","Portugal","Theft","Number","95 064",""
"2010","Portugal","Theft","Per hundred thousand inhabitants","899.08",""
"2010","Romania","Intentional homicide","Number","404",""
"2010","Romania","Intentional homicide","Per hundred thousand inhabitants","1.88",""
"2010","Romania","Assault","Number","12 301",""
"2010","Romania","Assault","Per hundred thousand inhabitants","57.31",""
"2010","Romania","Sexual violence","Number","1 486",""
"2010","Romania","Sexual violence","Per hundred thousand inhabitants","6.92",""
"2010","Romania","Rape","Number","897",""
"2010","Romania","Rape","Per hundred thousand inhabitants","4.18",""
"2010","Romania","Sexual assault","Number","589",""
"2010","Romania","Sexual assault","Per hundred thousand inhabitants","2.74",""
"2010","Romania","Theft","Number","48 828",""
"2010","Romania","Theft","Per hundred thousand inhabitants","227.51",""
"2010","Slovenia","Intentional homicide","Number","11",""
"2010","Slovenia","Intentional homicide","Per hundred thousand inhabitants","0.54",""
"2010","Slovenia","Assault","Number","2 182",""
"2010","Slovenia","Assault","Per hundred thousand inhabitants","106.59",""
"2010","Slovenia","Sexual violence","Number","466",""
"2010","Slovenia","Sexual violence","Per hundred thousand inhabitants","22.77",""
"2010","Slovenia","Rape","Number","63",""
"2010","Slovenia","Rape","Per hundred thousand inhabitants","3.08",""
"2010","Slovenia","Sexual assault","Number","403",""
"2010","Slovenia","Sexual assault","Per hundred thousand inhabitants","19.69",""
"2010","Slovenia","Theft","Number","28 911",""
"2010","Slovenia","Theft","Per hundred thousand inhabitants","1 412.38",""
"2010","Slovakia","Intentional homicide","Number","89",""
"2010","Slovakia","Intentional homicide","Per hundred thousand inhabitants","1.65",""
"2010","Slovakia","Assault","Number","2 426",""
"2010","Slovakia","Assault","Per hundred thousand inhabitants","45.01",""
"2010","Slovakia","Sexual violence","Number",":",""
"2010","Slovakia","Sexual violence","Per hundred thousand inhabitants",":",""
"2010","Slovakia","Rape","Number","117",""
"2010","Slovakia","Rape","Per hundred thousand inhabitants","2.17",""
"2010","Slovakia","Sexual assault","Number",":",""
"2010","Slovakia","Sexual assault","Per hundred thousand inhabitants",":",""
"2010","Slovakia","Theft","Number","41 814",""
"2010","Slovakia","Theft","Per hundred thousand inhabitants","775.71",""
"2010","Finland","Intentional homicide","Number","119",""
"2010","Finland","Intentional homicide","Per hundred thousand inhabitants","2.22",""
"2010","Finland","Assault","Number","1 974",""
"2010","Finland","Assault","Per hundred thousand inhabitants","36.89",""
"2010","Finland","Sexual violence","Number","2 384",""
"2010","Finland","Sexual violence","Per hundred thousand inhabitants","44.55",""
"2010","Finland","Rape","Number","818",""
"2010","Finland","Rape","Per hundred thousand inhabitants","15.29",""
"2010","Finland","Sexual assault","Number","1 566",""
"2010","Finland","Sexual assault","Per hundred thousand inhabitants","29.26",""
"2010","Finland","Theft","Number","136 935",""
"2010","Finland","Theft","Per hundred thousand inhabitants","2 558.85",""
"2010","Sweden","Intentional homicide","Number","91",""
"2010","Sweden","Intentional homicide","Per hundred thousand inhabitants","0.97",""
"2010","Sweden","Assault","Number","5 594",""
"2010","Sweden","Assault","Per hundred thousand inhabitants","59.89",""
"2010","Sweden","Sexual violence","Number","15 537",""
"2010","Sweden","Sexual violence","Per hundred thousand inhabitants","166.34",""
"2010","Sweden","Rape","Number","5 479",""
"2010","Sweden","Rape","Per hundred thousand inhabitants","58.66",""
"2010","Sweden","Sexual assault","Number","10 058",""
"2010","Sweden","Sexual assault","Per hundred thousand inhabitants","107.68",""
"2010","Sweden","Theft","Number","402 974",""
"2010","Sweden","Theft","Per hundred thousand inhabitants","4 314.18",""
"2010","England and Wales","Intentional homicide","Number","632",""
"2010","England and Wales","Intentional homicide","Per hundred thousand inhabitants","1.14",""
"2010","England and Wales","Assault","Number","366 878",""
"2010","England and Wales","Assault","Per hundred thousand inhabitants","661.46",""
"2010","England and Wales","Sexual violence","Number","39 114",""
"2010","England and Wales","Sexual violence","Per hundred thousand inhabitants","70.52",""
"2010","England and Wales","Rape","Number","15 892",""
"2010","England and Wales","Rape","Per hundred thousand inhabitants","28.65",""
"2010","England and Wales","Sexual assault","Number","23 222",""
"2010","England and Wales","Sexual assault","Per hundred thousand inhabitants","41.87",""
"2010","England and Wales","Theft","Number","1 478 601",""
"2010","England and Wales","Theft","Per hundred thousand inhabitants","2 665.85",""
"2010","Scotland","Intentional homicide","Number","100",""
"2010","Scotland","Intentional homicide","Per hundred thousand inhabitants","1.91",""
"2010","Scotland","Assault","Number","5 493",""
"2010","Scotland","Assault","Per hundred thousand inhabitants","104.70",""
"2010","Scotland","Sexual violence","Number","5 232",""
"2010","Scotland","Sexual violence","Per hundred thousand inhabitants","99.72",""
"2010","Scotland","Rape","Number","997",""
"2010","Scotland","Rape","Per hundred thousand inhabitants","19.00",""
"2010","Scotland","Sexual assault","Number","4 235",""
"2010","Scotland","Sexual assault","Per hundred thousand inhabitants","80.72",""
"2010","Scotland","Theft","Number","107 894",""
"2010","Scotland","Theft","Per hundred thousand inhabitants","2 056.47",""
"2010","Northern Ireland (UK)","Intentional homicide","Number","23",""
"2010","Northern Ireland (UK)","Intentional homicide","Per hundred thousand inhabitants","1.28",""
"2010","Northern Ireland (UK)","Assault","Number","1 451",""
"2010","Northern Ireland (UK)","Assault","Per hundred thousand inhabitants","80.66",""
"2010","Northern Ireland (UK)","Sexual violence","Number","1 868",""
"2010","Northern Ireland (UK)","Sexual violence","Per hundred thousand inhabitants","103.83",""
"2010","Northern Ireland (UK)","Rape","Number","498",""
"2010","Northern Ireland (UK)","Rape","Per hundred thousand inhabitants","27.68",""
"2010","Northern Ireland (UK)","Sexual assault","Number","1 370",""
"2010","Northern Ireland (UK)","Sexual assault","Per hundred thousand inhabitants","76.15",""
"2010","Northern Ireland (UK)","Theft","Number","23 579",""
"2010","Northern Ireland (UK)","Theft","Per hundred thousand inhabitants","1 310.66",""
"2010","Iceland","Intentional homicide","Number","2",""
"2010","Iceland","Intentional homicide","Per hundred thousand inhabitants","0.63",""
"2010","Iceland","Assault","Number","57",""
"2010","Iceland","Assault","Per hundred thousand inhabitants","17.95",""
"2010","Iceland","Sexual violence","Number",":",""
"2010","Iceland","Sexual violence","Per hundred thousand inhabitants",":",""
"2010","Iceland","Rape","Number","98",""
"2010","Iceland","Rape","Per hundred thousand inhabitants","30.85",""
"2010","Iceland","Sexual assault","Number",":",""
"2010","Iceland","Sexual assault","Per hundred thousand inhabitants",":",""
"2010","Iceland","Theft","Number","4 920",""
"2010","Iceland","Theft","Per hundred thousand inhabitants","1 548.97",""
"2010","Liechtenstein","Intentional homicide","Number","1",""
"2010","Liechtenstein","Intentional homicide","Per hundred thousand inhabitants","2.79",""
"2010","Liechtenstein","Assault","Number","77",""
"2010","Liechtenstein","Assault","Per hundred thousand inhabitants","214.52",""
"2010","Liechtenstein","Sexual violence","Number",":",""
